link,like_count,name
https://www.pixiv.net/novel/show.php?id=19828494,105,寝起き織姫にいたずらを
https://www.pixiv.net/novel/show.php?id=19825801,153,ダイワスカーレット
https://www.pixiv.net/novel/show.php?id=19825733,168,トレーナー寮に何故か居るダイイチルビー
https://www.pixiv.net/novel/show.php?id=19825567,249,嫡子様テイオーはメス堕ちしてるなんて認めない
https://www.pixiv.net/novel/show.php?id=19825258,190,疲れたトレーナーとトップロード
https://www.pixiv.net/novel/show.php?id=19825035,135,魔性の青鹿毛に魅入られて
https://www.pixiv.net/novel/show.php?id=19824803,137,アドマイヤベガがトレーナーに撫でられるのが癖になってしまう話
https://www.pixiv.net/novel/show.php?id=19824515,106,恋人ナリタブライアンがレース前にトレーナーにキスをねだる
https://www.pixiv.net/novel/show.php?id=19824365,429,オグリキャップにお見合いすることを話したら大変なことになったお話
https://www.pixiv.net/novel/show.php?id=19824364,147,担当のドーベルが成人を迎えた途端に距離の詰め方が強過ぎる。
https://www.pixiv.net/novel/show.php?id=19824333,171,ヤマニンゼファーがトレーナーに新しい服を見せびらかす話
https://www.pixiv.net/novel/show.php?id=19824226,142,マンハッタンカフェが寝ているトレーナーに弄ばれる話
https://www.pixiv.net/novel/show.php?id=19824206,142,グラスワンダーがトレーナーさんの実家に行く話
https://www.pixiv.net/novel/show.php?id=19824164,244,デートに誘われずに焦るサクラローレル
https://www.pixiv.net/novel/show.php?id=19822721,204,冤罪で契約解除になったトレーナー　2話
https://www.pixiv.net/novel/show.php?id=19821598,164,サクラローレルはトレーナーから手を出してほしい
https://www.pixiv.net/novel/show.php?id=19821324,130,エイシンフラッシュに依存しつつあるトレーナーが出張に行ったら……
https://www.pixiv.net/novel/show.php?id=19820260,104,結婚届けを常に持ち歩いているキタちゃん
https://www.pixiv.net/novel/show.php?id=19820254,112,暴力を振るう最低なキタちゃん。
https://www.pixiv.net/novel/show.php?id=19819115,118,ポジティブになったシュヴァルグランと結婚したくないトレーナー
https://www.pixiv.net/novel/show.php?id=19818884,129,ダイイチルビー編
https://www.pixiv.net/novel/show.php?id=19817986,155,重馬場スイッチ　〜ネオユニヴァース〜
https://www.pixiv.net/novel/show.php?id=19817527,207,外堀を埋めようと奮闘するダイヤちゃんと知らぬ間に外堀を埋めてるトレーナー
https://www.pixiv.net/novel/show.php?id=19817274,245,「すまんチヨ、今日は他の娘とおさんぽに…」
https://www.pixiv.net/novel/show.php?id=19817155,124,ナカヤマ流、人生を賭けた『賭け』。
https://www.pixiv.net/novel/show.php?id=19816046,355,エアグルーヴにトレーナーやめるって言ったら「今仕事を辞めるような奴はよそに行っても通用しない」って絶対言う説
https://www.pixiv.net/novel/show.php?id=19815945,249,ヘリオス「トレぴらびゅー一択っしょ！」パーマー「ヘリオス重いよ…。」
https://www.pixiv.net/novel/show.php?id=19815683,111,契約解除ドッキリ～可能性はインフィニティ～
https://www.pixiv.net/novel/show.php?id=19813695,213,バグってトレーナー大好き地雷系激重病みウマ娘になったバイアリーターク
https://www.pixiv.net/novel/show.php?id=19812183,107,アドマイヤベガ「子供がウマ娘だったら、あの子の名前をつけてあげたい。」
https://www.pixiv.net/novel/show.php?id=19811614,105,マンハッタンカフェ？と歪な関係。
https://www.pixiv.net/novel/show.php?id=19810231,441,「野菜を食べると女の子が産まれやすいのか」ブライアン「ほう…」
https://www.pixiv.net/novel/show.php?id=19809682,262,ゴルシちゃん、更生したぜ。
https://www.pixiv.net/novel/show.php?id=19809367,177,トレーナー「ナイスバディで優しい素直な人と結婚したい」　セイウンスカイ「これ私のことだ……！」
https://www.pixiv.net/novel/show.php?id=19809326,249,失恋したことを担当のアルダンに打ち明けたらヤンデレみたいになった。
https://www.pixiv.net/novel/show.php?id=19809178,116,やっぱメジロってアレだな！
https://www.pixiv.net/novel/show.php?id=19809139,505,童貞じゃないってカフェに嘘ついたら誘惑するようになっちゃった
https://www.pixiv.net/novel/show.php?id=19809076,512,トレーナーがナンパされているところを見つけたシュヴァルグラン
https://www.pixiv.net/novel/show.php?id=19809012,312,ラモーヌとの勝負に負けて弟にされたトレーナーのお話
https://www.pixiv.net/novel/show.php?id=19808949,107,ミスターシービーのやる気を出す方法
https://www.pixiv.net/novel/show.php?id=19808756,180,抱き枕がナカヤマに見つかったシリウス
https://www.pixiv.net/novel/show.php?id=19808294,190,「大人になれば分かる」とはぐらかし続けたトレーナーの末路
https://www.pixiv.net/novel/show.php?id=19807668,125,サクラチヨノオー「は？すきなんですけど？」トレーナー「えっ」
https://www.pixiv.net/novel/show.php?id=19807541,121,帰ってきたメジロギャルダン
https://www.pixiv.net/novel/show.php?id=19807537,118,トレーナーが出張に行ってしまうことを知ったシュヴァルさん
https://www.pixiv.net/novel/show.php?id=19806748,321,冤罪で契約解除になったトレーナー　1話
https://www.pixiv.net/novel/show.php?id=19806533,109,Yogiboでダメになったアヤベさん
https://www.pixiv.net/novel/show.php?id=19806512,166,なんで…私から奪うの？
https://www.pixiv.net/novel/show.php?id=19805569,287,サプライズのために1日中避けてたらフジキセキが泣いちゃった
https://www.pixiv.net/novel/show.php?id=19805339,534,メジロラモーヌが全裸でトレーナーに抱きつく話
https://www.pixiv.net/novel/show.php?id=19804969,159,カレンのアドバイスに従ってたら外堀を埋められたトレーナー
https://www.pixiv.net/novel/show.php?id=19803239,180,妹ちゃんはくっつけたい
https://www.pixiv.net/novel/show.php?id=19802452,261,満員電車でトレーナーと密着して頭が溶けるチヨノオー
https://www.pixiv.net/novel/show.php?id=19802396,107,誕生日に肉が食べたいと言うから焼肉に行こうとしたらブライアンに食われた話
https://www.pixiv.net/novel/show.php?id=19802391,102,ウマ娘ブラインドコンテスト【アイネスフウジン　～　エイシンフラッシュ】
https://www.pixiv.net/novel/show.php?id=19800178,172,ではお手を。私のパートナーさん
https://www.pixiv.net/novel/show.php?id=19799939,147,一人カラオケにハマるトレーナーと覗き見する担当ウマ娘達
https://www.pixiv.net/novel/show.php?id=19799909,118,異性として見られなさすぎてご乱心するライスシャワー
https://www.pixiv.net/novel/show.php?id=19798537,229,トレーナーの事が大大大好きなキングヘイローの話
https://www.pixiv.net/novel/show.php?id=19798525,121,エアグルーヴ編
https://www.pixiv.net/novel/show.php?id=19798359,215,重馬場スイッチ　〜メジロラモーヌ〜
https://www.pixiv.net/novel/show.php?id=19798161,159,トレーナー「俺が急にいなくなったら……」シンボリルドルフ編
https://www.pixiv.net/novel/show.php?id=19797872,206,だらしないトレーナーとアヤベさんの特別な1日
https://www.pixiv.net/novel/show.php?id=19797395,232,シリウスシンボリとラブぴょいする話
https://www.pixiv.net/novel/show.php?id=19797215,107,キョウイゾン
https://www.pixiv.net/novel/show.php?id=19797174,142,燃え尽きたマルゼンスキーのやる気を徐々に取り戻させる話
https://www.pixiv.net/novel/show.php?id=19796654,593,ラモーヌの花嫁修業に付き合ったら大変なことになったお話
https://www.pixiv.net/novel/show.php?id=19796640,154,サトノダイヤモンドがトレーナーに膝枕をしてもらう話
https://www.pixiv.net/novel/show.php?id=19796625,101,政略結婚の行方
https://www.pixiv.net/novel/show.php?id=19794818,113,頭と距離感がぽわぽわしてるライスシャワーさん
https://www.pixiv.net/novel/show.php?id=19794159,105,リトルココンに尻尾首絞めされる話
https://www.pixiv.net/novel/show.php?id=19793704,150,シンボリルドルフ「トレーナーくん、ウマ娘ログインしてくれないからさみしいよ」
https://www.pixiv.net/novel/show.php?id=19793088,107,ゴールドシチー｢あれ？トレーナーは？｣トーセンジョーダン｢どこ行ったし.......｣
https://www.pixiv.net/novel/show.php?id=19792677,139,トプアヤという百合の間に挟まりたくないトレーナー
https://www.pixiv.net/novel/show.php?id=19792639,121,タイキシャトル編
https://www.pixiv.net/novel/show.php?id=19791774,113,流れに乗りたかった男の末路
https://www.pixiv.net/novel/show.php?id=19790628,119,今、トレセンから逃げてるが質問ある？ 後編
https://www.pixiv.net/novel/show.php?id=19790315,138,加虐癖持ちなドーベルの愛はしっとりしていて重すぎる
https://www.pixiv.net/novel/show.php?id=19790293,212,ヒシミラクルがメンドくさい
https://www.pixiv.net/novel/show.php?id=19790206,199,サクラローレルと雨の日に教会を見学する話
https://www.pixiv.net/novel/show.php?id=19790159,179,ト「ど、ど、ど、ど…！！」　テイオー「童貞なんでしょ…？」ﾊｲﾗｲﾄｵﾌ
https://www.pixiv.net/novel/show.php?id=19788010,158,「カフェ、夜中なんだけど、何かしてた？」
https://www.pixiv.net/novel/show.php?id=19786895,124,ライス「結婚しよお兄さま！！！！！（クソデカ大声）」
https://www.pixiv.net/novel/show.php?id=19786780,252,担当に襲われないようにする10の方法
https://www.pixiv.net/novel/show.php?id=19786620,102,バクトレと病みネイチャ
https://www.pixiv.net/novel/show.php?id=19786085,227,ゴールドシチーの、『無くてはならない10のもの』。
https://www.pixiv.net/novel/show.php?id=19785767,309,貴方は私のもので、私は貴方のもの
https://www.pixiv.net/novel/show.php?id=19785492,163,キタサンブラックは親友の恋を応援できない
https://www.pixiv.net/novel/show.php?id=19783439,206,「明日から出張に行く」と軽い気持ちで嘘をついた
https://www.pixiv.net/novel/show.php?id=19782532,644,眠る直前に少しだけ素直に甘えてくるアドマイヤベガ
https://www.pixiv.net/novel/show.php?id=19782039,350,カフェ先輩がトレーナーさんと付き合ってないってマジ？
https://www.pixiv.net/novel/show.php?id=19781994,134,栗東寮は遺伝子厨だらけになりました。
https://www.pixiv.net/novel/show.php?id=19781979,261,ルナちゃんを見てしまったラモーヌがアルダンの策で甘えさせられるお話
https://www.pixiv.net/novel/show.php?id=19781917,138,トレーナー「しっとりメジロパーマー？」
https://www.pixiv.net/novel/show.php?id=19781328,181,ラモーヌ「ひどい人」
https://www.pixiv.net/novel/show.php?id=19780514,101,トレーナー「担当バにニンニク料理ふるまって意識させたろ」
https://www.pixiv.net/novel/show.php?id=19780205,265,担当ウマ娘はちょっと変わってる子だったけど最近輪をかけて変なんですがどうすればええんや！？
https://www.pixiv.net/novel/show.php?id=19778318,271,ツマラナイけど、愛おしい。
https://www.pixiv.net/novel/show.php?id=19778173,108,寝ているトレーナーを見て掛かるドーベル
https://www.pixiv.net/novel/show.php?id=19777264,424,アルダンとラモーヌが俺の取り合いをしてくる話
https://www.pixiv.net/novel/show.php?id=19777256,237,シリウスがトレーナーとのファーストキスで女の子になる話。
https://www.pixiv.net/novel/show.php?id=19776076,115,ムチムチ魅惑の太ももで頭を挟んでくれるアヤベさん❤
https://www.pixiv.net/novel/show.php?id=19775680,157,サクラローレルとラブロマンスする話
https://www.pixiv.net/novel/show.php?id=19775609,129,ラーメン食べると、そこに影。
https://www.pixiv.net/novel/show.php?id=19775263,113,さつまいもごはん
https://www.pixiv.net/novel/show.php?id=19775145,152,トレーナーと添い寝しようとして返り討ちにあうシンボリクリスエス
https://www.pixiv.net/novel/show.php?id=19774995,168,テイエムオペラオーに疲労を見抜かれて強制的に寝かされる話
https://www.pixiv.net/novel/show.php?id=19774991,149,ナイスネイチャがトレーナーの背中の匂いを嗅ぐ話
https://www.pixiv.net/novel/show.php?id=19774899,253,トレーナーが次々と結婚している状況に危機感を覚えるメジロブライト
https://www.pixiv.net/novel/show.php?id=19774886,161,グラスが尻に食い込むふんどしを見せて来た結果、好き放題してしまいました。反省はしていない！
https://www.pixiv.net/novel/show.php?id=19774384,130,新婚ローレルにただ甘えるだけの話
https://www.pixiv.net/novel/show.php?id=19773879,300,朝起きたら部屋にローレルがいた
https://www.pixiv.net/novel/show.php?id=19771265,447,高熱でダウンしたトレーナーの家に押し掛け、看病するメジロラモーヌ
https://www.pixiv.net/novel/show.php?id=19770606,245, 　エアグルーヴ「部屋名『トレーナーに彼女が居たけど、別れたので私の物にする。』で予約をお願いします。」
https://www.pixiv.net/novel/show.php?id=19770548,214,トレーナーに振られたと勘違いしたアヤベさん
https://www.pixiv.net/novel/show.php?id=19770504,176,マンハッタンカフェの競泳水着
https://www.pixiv.net/novel/show.php?id=19769724,183,サトノダイヤモンド「どうしてトレーナーさんからキタちゃんと同じ匂いがするんですか？」
https://www.pixiv.net/novel/show.php?id=19769562,258,セイちゃんちょっと歳を重ねますね
https://www.pixiv.net/novel/show.php?id=19769212,195,トレーナーの家に転がり込むミスターシービー
https://www.pixiv.net/novel/show.php?id=19769190,659,シチーにお見合いすることを話したら情緒がバグって大変なことになるお話
https://www.pixiv.net/novel/show.php?id=19768426,101,ご挨拶にいったらやらかして同じ部屋に強制された件
https://www.pixiv.net/novel/show.php?id=19768392,253,トレ「CB（ｾﾝﾀｰﾊﾞｯｸ）かエース（ｴｰｽｽﾄﾗｲｶｰ）だったら……エースの方が好きかな」
https://www.pixiv.net/novel/show.php?id=19767671,116,シリウスって意外と可愛いとこあるんですよこれが
https://www.pixiv.net/novel/show.php?id=19765865,494,一人になりたくないアドマイヤベガにめっちゃアピールされるトレーナー
https://www.pixiv.net/novel/show.php?id=19765856,139,ダイワスカーレット編
https://www.pixiv.net/novel/show.php?id=19764441,489,トレーナーに愛されようとした結果メンヘラになったアヤベさん
https://www.pixiv.net/novel/show.php?id=19764267,283,ネオユニヴァースがトレーナーと『イチャイチャ』を探求する話
https://www.pixiv.net/novel/show.php?id=19764218,216,酔っ払ったブライアンがトレーナーにお持ち帰りされる話
https://www.pixiv.net/novel/show.php?id=19764153,107,ラッキースケベ(？)で、ブライアンがふんどしを愛用しているのを知ってしまった・・・その後、ふんどし愛好家にされて結婚することになりました。どういうことだってばよ？
https://www.pixiv.net/novel/show.php?id=19762816,122,拉致の後には二度目の拉致が待っているんだ
https://www.pixiv.net/novel/show.php?id=19762523,107,アルダン「トレーナーさんへの恋文の推敲をお願いしたくて」トレ「本人に！？」
https://www.pixiv.net/novel/show.php?id=19761782,256,ミホノブルボン「マスターすきすきポイントが貯まりました」
https://www.pixiv.net/novel/show.php?id=19760548,221,幸せ太りしてしまったアドマイヤベガ
https://www.pixiv.net/novel/show.php?id=19760267,172,トレーナー「最近どこに行ってもスズカがいる…」
https://www.pixiv.net/novel/show.php?id=19760246,138,スカイ「トレーナーさんのえっち」T「！？」
https://www.pixiv.net/novel/show.php?id=19759813,485,キタちゃんに逆ぴょいされそうなので、全力で媚びていって抵抗していこうと思う。
https://www.pixiv.net/novel/show.php?id=19759281,400,「五等分の花嫁？いや、五等分の化け物やろw」生徒会「は？」
https://www.pixiv.net/novel/show.php?id=19758761,222,ネオユニヴァースに耳掃除をしてもらう話
https://www.pixiv.net/novel/show.php?id=19758668,168,「あ、ああああの、と、ととと、トレーナーさん？」「昨日の夜はあんなに激しかったのに全部忘れちゃうなんて君はつくづく罪作りなウマ娘だよ」「んなっ⁉　じょ、冗談はよしてくださいよ～」
https://www.pixiv.net/novel/show.php?id=19758667,120,アキュートが感謝祭でおばあちゃん食堂する話
https://www.pixiv.net/novel/show.php?id=19758651,187,「セイちゃん、彼氏ができちゃいました☆」
https://www.pixiv.net/novel/show.php?id=19758644,985,好感度ＭＡＸのラモーヌにドッキリを仕掛けたら大変なことになったお話
https://www.pixiv.net/novel/show.php?id=19758642,333,ルドルフが死んだはずのトレーナーと再会し、最期にもう一度だけ甘える話
https://www.pixiv.net/novel/show.php?id=19758598,350,トレーナーが裏アカで自分にクソデカ感情をぶちまけてるのを知ってしまい背徳感を感じるテイオーの話
https://www.pixiv.net/novel/show.php?id=19758574,362,迷子のシービーを放置したままGWを満喫した
https://www.pixiv.net/novel/show.php?id=19757425,297,トレーナーに完全に堕とされるシリウスシンボリの話
https://www.pixiv.net/novel/show.php?id=19757210,461,メジロラモーヌにゆっくり溶かされて堕ちる
https://www.pixiv.net/novel/show.php?id=19756819,238,サトノダイヤモンドは貧乏なトレーナーを飼っている
https://www.pixiv.net/novel/show.php?id=19755885,168,パパボンは娘とマスターを結婚させたい
https://www.pixiv.net/novel/show.php?id=19755213,264,エアグルーヴ母「ウチの娘は賢さGなのかもしれない。」
https://www.pixiv.net/novel/show.php?id=19755141,160,エイシンフラッシュ編
https://www.pixiv.net/novel/show.php?id=19753984,179,ふわふわ欠乏症アヤベさんvs最近買ったふわふわパジャマを着た何も知らないカレンチャン
https://www.pixiv.net/novel/show.php?id=19753801,157,いかなる手段を使ってでもトレーナーをモノにしたいフラワーの話
https://www.pixiv.net/novel/show.php?id=19753587,137,うまぴょい防止マニュアル（）
https://www.pixiv.net/novel/show.php?id=19753583,647,担当のアヤベに好きな人ができたことを告白したら逆ぴょいされた話
https://www.pixiv.net/novel/show.php?id=19753550,515,ナイスネイチャさんじゅうごさい、勝負服を着る
https://www.pixiv.net/novel/show.php?id=19753540,444,トレーナーとキスをしたい恋愛よわよわダイヤちゃん
https://www.pixiv.net/novel/show.php?id=19753538,187,ダイタクヘリオスがトレーナーのうなじの匂いを嗅ぐ話
https://www.pixiv.net/novel/show.php?id=19753507,130,アドマイヤベガとトレーナーはお互いの匂いに依存してしまっている…
https://www.pixiv.net/novel/show.php?id=19753486,133,トレーナー｢AIチャットで俺とフジを調べてみよう｣
https://www.pixiv.net/novel/show.php?id=19753473,139,サトノダイヤモンドを採用する話
https://www.pixiv.net/novel/show.php?id=19753121,170,目が冷めたら腕にはパカプチではなく本人様がいた
https://www.pixiv.net/novel/show.php?id=19752897,388,残業を理由にシチーの誘いを断った
https://www.pixiv.net/novel/show.php?id=19752300,130,ウマ娘全員が裸で過ごす日が採用されてしまった話
https://www.pixiv.net/novel/show.php?id=19751980,154,サクラローレルさんスイッチ
https://www.pixiv.net/novel/show.php?id=19751242,208,どうして思い出すことが出来たんですか？
https://www.pixiv.net/novel/show.php?id=19749902,183,同窓会始まった直後と二時間後で変わるウマ娘とトレーナー
https://www.pixiv.net/novel/show.php?id=19749894,138,眼鏡を失くしたゴルシのトレーナー
https://www.pixiv.net/novel/show.php?id=19749776,166,グラスワンダー編
https://www.pixiv.net/novel/show.php?id=19748443,125,ワイ独身トレーナー彼女が出来ないので愛妻弁当を自作して寂しさを誤魔化そうと結果ｗ後編２
https://www.pixiv.net/novel/show.php?id=19748221,462,しれっと実家にいるアドマイヤベガ
https://www.pixiv.net/novel/show.php?id=19747690,229,トレーナーの事が『大大大好き』なネオユニヴァースの話
https://www.pixiv.net/novel/show.php?id=19747679,486,素直になれないラモーヌがトレーナーを自分の部屋に呼び出すお話
https://www.pixiv.net/novel/show.php?id=19747673,798,トレーナー「メジロ家のウマ娘が近過ぎて辛い」
https://www.pixiv.net/novel/show.php?id=19747658,233,俺「・・・お母さ、ん・・・」ﾑﾆｬﾑﾆｬ　ゴドルフィンバルブ 「あら？あらあらあら♪」
https://www.pixiv.net/novel/show.php?id=19747419,113,トレーナーを奪うヒシミラクル
https://www.pixiv.net/novel/show.php?id=19746656,125,ウララと添い寝、のはずが……
https://www.pixiv.net/novel/show.php?id=19743284,130,メジロラモーヌとトレーナーの休日
https://www.pixiv.net/novel/show.php?id=19742500,148,キャンプに行くも何時ものように、いちゃつくシリウスとトレーナー
https://www.pixiv.net/novel/show.php?id=19741441,113,サクラの陰り
https://www.pixiv.net/novel/show.php?id=19741201,137,引退したキタサンがトレーナーさんのオンナになるまで（3）
https://www.pixiv.net/novel/show.php?id=19740673,180,タイシンがトレーナーに抱きしめられ愛する話
https://www.pixiv.net/novel/show.php?id=19740394,380,ヘリオスがめんどくさい
https://www.pixiv.net/novel/show.php?id=19740187,143,ダイワスカーレットは依存気味？
https://www.pixiv.net/novel/show.php?id=19740024,246,ライスシャワー「お兄さま…き、奇遇だね……」トレーナー「ライス、もうしつこいよ…いい加減他の─「うわぁぁん！！もう殴らないでよお兄さまーーっ！！！」トレーナー「！？」
https://www.pixiv.net/novel/show.php?id=19739941,232,ヤマニンゼファーがトレーナーの香りを嗅ぐためにやらかす話
https://www.pixiv.net/novel/show.php?id=19739864,557,普段は弄んでくるメジロアルダンが、実はそこまで恋愛耐性を持ってなかったというお話。
https://www.pixiv.net/novel/show.php?id=19739790,842,家に帰ると妻のメジロアルダンが毎日際どいコスプレをして誘ってくるので限界が訪れそうです
https://www.pixiv.net/novel/show.php?id=19739778,153,ト「ど、ど、ど、ど…！！」　   グラス「童貞ですよね…？」ﾊｲﾗｲﾄｵﾌ
https://www.pixiv.net/novel/show.php?id=19739004,185,担当ウマ娘が『ずっとありがとう♥』と礼を言ってくれたけど、大した事が出来てない俺には荷が重すぎる件
https://www.pixiv.net/novel/show.php?id=19738903,197,トレーナーの部屋でAVを見つけてしまったウマ娘ステークス
https://www.pixiv.net/novel/show.php?id=19738884,344,他の異性と仲良く話してるトレーナーに妬くメジロラモーヌ
https://www.pixiv.net/novel/show.php?id=19738396,166,サクラローレルの情熱をトレーナーは受け止め切れるか
https://www.pixiv.net/novel/show.php?id=19737521,318,トレーナーをシンボリ家の身内にしたいシンボリクリスエス
https://www.pixiv.net/novel/show.php?id=19736637,118,お前が始めた物語ダルルォォ？
https://www.pixiv.net/novel/show.php?id=19735421,148,サイレンススズカに性癖を矯正されるトレーナー
https://www.pixiv.net/novel/show.php?id=19735045,240,あんだけフラグ建てといてトレーナーにならないは無理でしょ
https://www.pixiv.net/novel/show.php?id=19734437,283,トレ「タイシンに嫌われすぎて辛い…」タイシン「…」
https://www.pixiv.net/novel/show.php?id=19734382,160,ハッピーミークの、トレーナーには言えない秘密。
https://www.pixiv.net/novel/show.php?id=19733807,144,付き合っててラブラブだと思い込んでる早とちりマックイーンとメジロにされる鈍感トレーナーの話
https://www.pixiv.net/novel/show.php?id=19733797,547,ラモーヌに対するクソデカ感情を抑え続けた結果……
https://www.pixiv.net/novel/show.php?id=19733401,527,トレーナーが寝言で自分以外の女の名前をつぶやいているところを聞いてしまったゴールドシチー
https://www.pixiv.net/novel/show.php?id=19733226,385,トレーナーの口説きが情熱的過ぎて私の理性がヤバイ
https://www.pixiv.net/novel/show.php?id=19733061,306,サクラローレルがこっそりトレーナーのキャップを身に着けて匂いを感じてしまう話
https://www.pixiv.net/novel/show.php?id=19733010,493,好感度が高過ぎる担当ウマ娘達と動画を撮ろうとしたら色々大変な案が出たお話
https://www.pixiv.net/novel/show.php?id=19732993,222,サクラチヨノオーが夜の営みレスについてメジロアルダンに相談する話
https://www.pixiv.net/novel/show.php?id=19732688,111,トレセンは婚活会場だって聞いていたのに……
https://www.pixiv.net/novel/show.php?id=19731382,106,トレセンのトレーナーとウマ娘達の発情事情6
https://www.pixiv.net/novel/show.php?id=19729002,111,スペ「トレーナーさんが知らない建物に入っていく…」
https://www.pixiv.net/novel/show.php?id=19728346,252,アヤベのトレーナーの指輪
https://www.pixiv.net/novel/show.php?id=19727841,335,たづなさんに辞めるって嘘ついちゃった結果…
https://www.pixiv.net/novel/show.php?id=19727620,459,ローレルがメンドくさい
https://www.pixiv.net/novel/show.php?id=19727593,210,ミスターシービーがデリバリーピザを頼むからトレーナーが胃袋をつかみに行く話
https://www.pixiv.net/novel/show.php?id=19727575,357,マンハッタンカフェがトレーナーの上着の匂いを嗅ぐ話
https://www.pixiv.net/novel/show.php?id=19727544,196,気がついたら担当のアルダンにボロアパートで同棲させられていた話
https://www.pixiv.net/novel/show.php?id=19727440,136,タイシンの匂いを嗅ぐのが大好きなトレーナーとなんやかんや受け入れるタイシン
https://www.pixiv.net/novel/show.php?id=19727382,236,ト「ど、ど、ど、ど…！！」 　 ルドルフ「童貞だろう…？」ﾊｲﾗｲﾄｵﾌ
https://www.pixiv.net/novel/show.php?id=19723840,115,離婚届の所持数で序列が決まるトレセン学園
https://www.pixiv.net/novel/show.php?id=19723443,209,ネオユニヴァース
https://www.pixiv.net/novel/show.php?id=19722128,128,タキオンに嫌われて依存から解放させたいトレーナーVS何をしてもトレーナーに依存するタキオンVS休日に呼び出されたダークライ
https://www.pixiv.net/novel/show.php?id=19722052,615,ラモーヌと並行して他のウマ娘を担当したら色々と危ないことになったお話
https://www.pixiv.net/novel/show.php?id=19721993,238,シンボリクリスエスのお見合い
https://www.pixiv.net/novel/show.php?id=19721975,126,俺「ヒシミー♪ヒシミー♪ひっしっみ～♪ヒシミ～を～舐め～ると～♪」ヒシミ「いいですよ～///」
https://www.pixiv.net/novel/show.php?id=19721939,432,揶揄い上手メジロアルダンが既成事実を作る話
https://www.pixiv.net/novel/show.php?id=19721902,183,ケイエスミラクルがひたすらトレーナーに甘える話
https://www.pixiv.net/novel/show.php?id=19719854,111,トレーナーさんにバレずに告白をしたらバレた話
https://www.pixiv.net/novel/show.php?id=19718906,101,預かっている猫に対抗するミホノブルボン
https://www.pixiv.net/novel/show.php?id=19718444,829,シリウスのパカぷちを抱きしめたらシリウスだった
https://www.pixiv.net/novel/show.php?id=19718125,214,契約解除の同人誌を描くデジタル
https://www.pixiv.net/novel/show.php?id=19717389,145,ファイン「まず家探そっか♪」トレ「...は？」
